Party Name,Number of Diamonds,First Color of Diamond,Second Color of Diamond,Third Color of Diamond,Shape,Quantity,Date,Choice,Type
Shiv VipulBhai,3,Green,Purple,Pink,Club,6,2024-03-12,yes,plain
Aditi Ornaments,2,Ruby,Purple,Ruby,Square,22,2024-01-04,yes,plain
AshishBhai,3,Green,Purple,Green,Flower,22,2023-10-21,yes,micro
Aditi Ornaments,2,White,White,White,Club,6,2024-08-03,yes,plain
RakeshBhai,2,Blue,White,Blue,Square,18,2023-11-30,yes,micro
AshishBhai,2,Green,Purple,Blue,Diamond,2,2024-12-10,yes,micro
RakeshBhai,7,Pink,Pink,Purple,Hexagon,26,2025-02-10,yes,plain
MRP MukeshBhai,3,Green,Purple,Purple,Square,26,2023-11-04,yes,micro
SanjayBhai,3,Pink,Blue,White,Star,18,2024-11-30,yes,micro
RakeshBhai,8,Ruby,Blue,Ruby,Star,14,2024-11-30,no,plain
VirajBhai,5,Blue,Purple,White,Diamond,2,2023-12-03,yes,micro
Aditi Ornaments,2,Blue,Pink,White,Square,14,2024-02-27,no,micro
SanjayBhai,2,Purple,White,White,Oval,22,2024-08-05,yes,plain
VirajBhai,1,Purple,Pink,Purple,Oval,26,2023-08-16,yes,plain
Aditi Ornaments,3,Pink,Green,Pink,Oval,26,2024-08-30,yes,micro
SanjayBhai,3,Pink,White,Pink,Diamond,10,2023-12-19,yes,micro
AshishBhai,3,Green,Purple,Purple,Marquise,26,2024-06-17,yes,plain
MRP MukeshBhai,3,Green,Ruby,Green,Oval,14,2025-01-31,no,plain
RakeshBhai,8,Ruby,White,Blue,Flower,2,2024-03-25,no,plain
SanjayBhai,5,White,Ruby,White,Diamond,14,2023-12-31,yes,micro
AshishBhai,1,Ruby,Green,Blue,Marquise,26,2024-07-25,yes,plain
RakeshBhai,6,Blue,Pink,Purple,Heart,14,2023-09-22,yes,plain
SanjayBhai,1,Ruby,Pink,Blue,Oval,22,2023-04-11,yes,micro
Aditi Ornaments,4,Pink,Pink,Purple,Club,22,2024-11-19,no,micro
Shiv VipulBhai,3,White,Green,Blue,Marquise,10,2023-06-08,yes,micro
VirajBhai,4,Purple,Pink,Purple,Hexagon,26,2024-09-30,no,plain
VirajBhai,7,Green,Purple,Ruby,Flower,18,2023-05-24,yes,micro
RakeshBhai,4,Blue,Blue,Purple,Diamond,18,2024-04-18,yes,plain
VirajBhai,4,Green,White,Blue,Heart,6,2023-07-10,yes,plain
Aditi Ornaments,5,Pink,Pink,Purple,Club,26,2023-11-11,yes,micro
Aditi Ornaments,5,Blue,Blue,Blue,Square,14,2023-04-04,yes,micro
RakeshBhai,4,Purple,White,Blue,Heart,22,2025-03-10,no,micro
MRP MukeshBhai,3,Purple,Pink,Blue,Flower,10,2024-08-13,no,micro
VirajBhai,6,Pink,Ruby,Green,Heart,6,2023-07-11,yes,micro
MRP MukeshBhai,8,Pink,Green,White,Star,22,2024-04-01,yes,plain
VirajBhai,4,Pink,Pink,White,Diamond,14,2024-02-26,yes,plain
Aditi Ornaments,5,Green,Purple,Ruby,Diamond,22,2024-07-26,yes,plain
Shiv VipulBhai,3,Green,White,Ruby,Diamond,22,2024-02-07,yes,micro
Aditi Ornaments,4,White,Green,Blue,Club,18,2024-04-02,yes,plain
VirajBhai,4,Pink,Pink,White,Square,14,2024-09-17,yes,micro
AshishBhai,7,Green,Ruby,Ruby,Star,18,2023-09-18,yes,micro
SanjayBhai,3,Ruby,Green,Ruby,Heart,2,2023-08-18,yes,micro
AshishBhai,2,White,White,Green,Square,18,2023-10-11,yes,plain
Aditi Ornaments,8,Blue,Green,Ruby,Flower,14,2024-12-09,yes,plain
AshishBhai,4,Blue,Ruby,Blue,Hexagon,2,2024-11-22,yes,micro
SanjayBhai,6,White,Pink,White,Star,18,2024-06-07,yes,plain
RakeshBhai,1,Purple,Ruby,White,Marquise,6,2024-03-09,yes,micro
Aditi Ornaments,3,Ruby,Ruby,Ruby,Marquise,6,2023-06-15,yes,micro
Aditi Ornaments,2,Blue,Pink,White,Round,18,2023-07-21,yes,plain
AshishBhai,5,White,Blue,Pink,Star,22,2024-04-22,yes,micro
Aditi Ornaments,4,White,Blue,Ruby,Flower,26,2024-12-04,yes,plain
Aditi Ornaments,4,Green,Pink,Blue,Heart,22,2023-08-11,yes,micro
Shiv VipulBhai,8,Purple,Ruby,Purple,Star,2,2024-06-30,yes,micro
SanjayBhai,6,Pink,Pink,White,Square,26,2025-02-02,yes,micro
RakeshBhai,1,Purple,Purple,Green,Oval,22,2024-07-10,yes,micro
Aditi Ornaments,3,Pink,Green,Green,Hexagon,10,2023-11-24,yes,micro
SanjayBhai,5,Ruby,Purple,Pink,Star,14,2023-10-08,yes,micro
RakeshBhai,3,White,Purple,Green,Oval,18,2023-11-29,yes,plain
AshishBhai,1,Purple,Pink,Pink,Marquise,14,2023-05-23,yes,micro
MRP MukeshBhai,2,White,Green,White,Marquise,10,2023-09-14,yes,plain
Shiv VipulBhai,5,Blue,Ruby,Pink,Heart,14,2025-02-13,yes,micro
Shiv VipulBhai,4,White,Purple,Ruby,Heart,14,2023-03-18,no,micro
AshishBhai,3,Blue,Purple,Purple,Flower,10,2024-03-15,yes,micro
SanjayBhai,2,Pink,White,White,Marquise,22,2025-01-11,yes,plain
VirajBhai,8,Pink,Green,Ruby,Flower,6,2023-06-14,yes,micro
SanjayBhai,8,Ruby,Purple,Green,Flower,2,2024-02-08,yes,micro
VirajBhai,1,Blue,Blue,Purple,Round,18,2024-10-15,yes,plain
MRP MukeshBhai,1,Pink,White,Pink,Oval,18,2023-09-25,yes,plain
MRP MukeshBhai,2,Purple,Blue,Purple,Club,6,2024-03-19,no,plain
AshishBhai,2,Purple,Blue,White,Round,22,2023-04-16,yes,plain
VirajBhai,2,Pink,White,Blue,Heart,14,2025-03-09,yes,plain
VirajBhai,3,Purple,Green,Blue,Star,6,2024-07-20,yes,micro
Aditi Ornaments,6,Green,Green,Purple,Club,26,2024-10-08,yes,plain
AshishBhai,3,White,Ruby,Blue,Star,10,2024-04-13,yes,plain
Aditi Ornaments,6,Pink,Blue,Pink,Star,22,2024-11-10,yes,plain
SanjayBhai,5,Blue,Ruby,Purple,Heart,26,2024-04-03,yes,plain
Aditi Ornaments,3,Ruby,Purple,White,Square,26,2024-10-12,yes,micro
Aditi Ornaments,3,Blue,Green,Ruby,Star,10,2024-07-21,yes,plain
SanjayBhai,4,Pink,Blue,Ruby,Club,18,2023-10-20,yes,micro
Shiv VipulBhai,6,Green,Blue,Ruby,Star,14,2024-12-04,yes,plain
VirajBhai,2,Blue,Blue,Pink,Oval,10,2024-11-28,yes,plain
VirajBhai,3,Purple,Green,White,Club,6,2024-06-05,yes,plain
SanjayBhai,2,Ruby,Green,Ruby,Oval,6,2024-05-13,yes,micro
VirajBhai,2,White,Blue,Blue,Round,18,2023-05-06,yes,micro
AshishBhai,2,Ruby,Pink,Blue,Marquise,10,2024-06-28,yes,plain
AshishBhai,3,Blue,Pink,Ruby,Oval,26,2025-02-26,yes,micro
SanjayBhai,7,Green,Blue,Blue,Hexagon,10,2023-11-24,yes,micro
RakeshBhai,3,Ruby,Pink,Ruby,Marquise,10,2025-01-26,yes,micro
AshishBhai,4,Ruby,Blue,Purple,Flower,26,2023-12-17,yes,micro
RakeshBhai,1,Purple,Ruby,Purple,Oval,26,2024-10-21,yes,micro
Aditi Ornaments,6,Green,White,Pink,Flower,10,2024-01-07,yes,micro
AshishBhai,3,White,Green,Pink,Star,14,2024-03-06,yes,plain
SanjayBhai,3,Green,Pink,Green,Round,26,2024-10-15,yes,plain
SanjayBhai,4,Pink,Pink,Ruby,Heart,18,2023-04-14,yes,micro
Shiv VipulBhai,3,Blue,White,Pink,Round,14,2023-05-01,yes,plain
RakeshBhai,5,Pink,Green,Blue,Flower,10,2023-12-15,yes,plain
Aditi Ornaments,3,Purple,Purple,Pink,Diamond,2,2024-12-09,yes,micro
MRP MukeshBhai,3,White,Purple,White,Hexagon,14,2024-12-05,yes,micro
SanjayBhai,4,Blue,Purple,Green,Star,18,2024-10-15,yes,plain
Aditi Ornaments,6,Ruby,Blue,Pink,Star,10,2024-09-02,yes,plain
RakeshBhai,3,Blue,Green,White,Round,2,2024-12-25,no,plain
VirajBhai,2,Pink,Ruby,Green,Club,18,2024-02-10,yes,micro
Shiv VipulBhai,5,Ruby,Green,Purple,Square,2,2023-12-02,yes,plain
MRP MukeshBhai,3,Purple,Purple,White,Oval,18,2024-05-05,yes,micro
VirajBhai,3,White,Ruby,Purple,Square,2,2024-12-21,yes,plain
MRP MukeshBhai,6,White,Pink,Purple,Star,22,2023-04-29,yes,plain
SanjayBhai,3,Blue,Pink,Purple,Diamond,14,2025-02-08,yes,plain
SanjayBhai,1,Ruby,White,Pink,Marquise,26,2024-11-20,yes,plain
AshishBhai,2,Pink,Green,Ruby,Round,6,2024-01-05,yes,plain
RakeshBhai,3,Pink,Purple,White,Oval,14,2025-03-02,yes,micro
AshishBhai,4,Blue,Blue,White,Club,18,2025-01-17,yes,plain
RakeshBhai,3,Blue,Ruby,Ruby,Oval,18,2024-06-29,yes,micro
AshishBhai,6,Ruby,Purple,Green,Heart,2,2024-11-27,yes,plain
AshishBhai,3,Purple,White,Purple,Round,14,2023-05-27,yes,micro
SanjayBhai,3,Purple,Purple,Purple,Oval,26,2023-06-05,yes,plain
SanjayBhai,3,Pink,Green,Green,Heart,14,2023-03-30,yes,plain
AshishBhai,2,Blue,Green,Purple,Square,26,2024-03-02,yes,plain
Shiv VipulBhai,6,Green,Pink,Green,Square,22,2025-01-10,yes,micro
VirajBhai,5,Purple,Ruby,White,Square,2,2025-01-02,yes,plain
VirajBhai,4,Blue,Ruby,Purple,Square,26,2023-05-31,yes,micro
VirajBhai,2,White,White,Ruby,Square,22,2023-08-24,yes,micro
Aditi Ornaments,3,White,Purple,Purple,Round,2,2024-07-23,yes,micro
RakeshBhai,6,Purple,Pink,Pink,Diamond,26,2023-11-30,yes,plain
SanjayBhai,4,Ruby,Purple,Green,Square,22,2023-08-13,yes,plain
MRP MukeshBhai,3,Green,Purple,White,Oval,22,2024-06-24,yes,micro
Shiv VipulBhai,6,Blue,Green,Purple,Hexagon,22,2023-05-02,yes,micro
Aditi Ornaments,4,Pink,Purple,White,Heart,22,2024-04-22,yes,micro
SanjayBhai,3,Green,Blue,Purple,Marquise,10,2024-07-26,no,plain
Aditi Ornaments,5,Pink,Pink,White,Diamond,22,2024-06-25,yes,micro
Aditi Ornaments,3,Purple,Blue,Blue,Club,6,2024-12-28,yes,plain
VirajBhai,6,Purple,White,Green,Club,6,2024-07-25,yes,plain
MRP MukeshBhai,4,Ruby,Purple,Ruby,Hexagon,18,2025-01-25,no,micro
VirajBhai,6,Blue,Ruby,White,Heart,22,2023-08-18,yes,micro
RakeshBhai,6,Purple,Pink,Green,Club,22,2023-10-29,yes,plain
VirajBhai,6,Purple,White,White,Club,10,2023-10-08,yes,micro
AshishBhai,3,Purple,White,Blue,Round,10,2025-02-22,yes,plain
AshishBhai,3,Ruby,White,Blue,Diamond,26,2023-04-08,yes,micro
SanjayBhai,2,White,Pink,Purple,Marquise,10,2023-04-09,no,plain
RakeshBhai,2,Ruby,Ruby,Green,Marquise,14,2024-06-28,yes,micro
RakeshBhai,1,Blue,Pink,Blue,Oval,2,2025-03-02,yes,plain
Aditi Ornaments,4,Blue,Blue,Purple,Star,26,2023-10-23,yes,micro
VirajBhai,6,Blue,White,Ruby,Square,10,2024-08-16,yes,micro
MRP MukeshBhai,6,Ruby,Ruby,Blue,Hexagon,6,2023-05-14,yes,micro
Shiv VipulBhai,8,Purple,White,Green,Star,2,2023-04-30,yes,micro
AshishBhai,4,Pink,Green,Pink,Square,18,2023-12-04,yes,micro
Aditi Ornaments,4,Blue,Green,White,Hexagon,26,2023-05-26,yes,plain
AshishBhai,3,Green,Purple,Ruby,Round,22,2024-03-02,yes,plain
SanjayBhai,3,Ruby,White,Blue,Round,14,2023-03-25,no,plain
AshishBhai,2,Blue,White,Pink,Club,18,2024-10-28,yes,plain
MRP MukeshBhai,3,Blue,Pink,Purple,Oval,18,2023-09-24,no,micro
MRP MukeshBhai,3,Blue,Purple,Ruby,Star,2,2024-04-20,no,plain
Aditi Ornaments,2,Green,Ruby,Blue,Club,22,2024-09-16,yes,plain
AshishBhai,6,Green,Purple,Purple,Heart,18,2023-09-28,yes,micro
RakeshBhai,7,Green,Ruby,White,Star,6,2024-07-09,yes,plain
SanjayBhai,4,Purple,Pink,White,Heart,2,2024-08-07,yes,plain
Shiv VipulBhai,5,White,Purple,Blue,Diamond,10,2023-09-29,yes,plain
MRP MukeshBhai,8,Ruby,Blue,Pink,Flower,14,2024-02-08,yes,plain
AshishBhai,3,Blue,Purple,Pink,Marquise,14,2024-04-29,yes,micro
Shiv VipulBhai,3,Pink,White,Ruby,Star,22,2023-10-31,yes,micro
Shiv VipulBhai,2,White,Ruby,Green,Round,18,2023-10-13,no,micro
SanjayBhai,5,Green,Ruby,Pink,Diamond,10,2023-04-11,yes,plain
RakeshBhai,8,Ruby,White,Purple,Star,22,2023-04-20,yes,micro
Aditi Ornaments,8,Green,Purple,Purple,Flower,10,2023-10-24,yes,micro
AshishBhai,2,Purple,Purple,Purple,Oval,18,2024-02-11,yes,micro
Shiv VipulBhai,1,Pink,Blue,White,Oval,26,2024-03-06,yes,plain
AshishBhai,5,Pink,Blue,Green,Hexagon,18,2024-04-08,no,plain
SanjayBhai,3,Pink,Purple,White,Star,18,2024-09-15,yes,plain
RakeshBhai,6,Purple,Purple,Blue,Square,18,2023-12-03,yes,plain
Aditi Ornaments,2,White,White,Blue,Marquise,10,2024-11-12,yes,micro
RakeshBhai,5,Purple,Blue,White,Hexagon,18,2023-07-03,yes,micro
AshishBhai,5,Purple,Blue,Blue,Club,6,2024-07-29,no,micro
Aditi Ornaments,5,Purple,Blue,Pink,Square,10,2023-07-30,yes,micro
RakeshBhai,2,Ruby,Green,Purple,Diamond,14,2024-04-02,no,plain
SanjayBhai,2,Pink,White,Blue,Club,18,2024-08-06,yes,micro
Shiv VipulBhai,5,Pink,Blue,White,Diamond,14,2024-09-12,yes,plain
VirajBhai,3,Green,Purple,Blue,Club,14,2023-11-25,yes,micro
Shiv VipulBhai,3,Purple,Blue,Green,Round,10,2024-11-28,yes,plain
VirajBhai,4,Ruby,Pink,White,Club,18,2024-10-05,yes,micro
Aditi Ornaments,4,White,Ruby,Ruby,Diamond,2,2024-03-25,yes,micro
MRP MukeshBhai,4,Ruby,Blue,Blue,Square,22,2025-02-04,yes,micro
Aditi Ornaments,3,Pink,White,Blue,Oval,18,2024-09-11,yes,micro
Shiv VipulBhai,3,Ruby,Ruby,Blue,Star,10,2024-06-07,yes,micro
RakeshBhai,6,Ruby,Blue,Ruby,Hexagon,14,2023-08-11,yes,micro
AshishBhai,5,Green,Ruby,Purple,Heart,14,2024-01-11,yes,micro
MRP MukeshBhai,2,Blue,Blue,Ruby,Round,26,2024-05-13,yes,micro
Shiv VipulBhai,5,Green,Pink,Purple,Flower,26,2024-09-08,yes,micro
RakeshBhai,2,Pink,Blue,Blue,Heart,6,2024-09-17,yes,micro
MRP MukeshBhai,6,Blue,Purple,White,Club,6,2024-07-27,no,micro
RakeshBhai,3,White,Blue,Pink,Star,2,2024-12-27,no,plain
AshishBhai,3,Ruby,Ruby,Blue,Club,2,2023-05-28,yes,plain
Shiv VipulBhai,1,Blue,White,Green,Oval,10,2024-12-19,yes,plain
Shiv VipulBhai,6,Ruby,Green,Ruby,Flower,2,2024-11-21,yes,micro
MRP MukeshBhai,4,White,Green,White,Heart,14,2023-12-24,yes,plain
VirajBhai,3,White,Green,Green,Marquise,18,2023-05-01,yes,micro
MRP MukeshBhai,6,Pink,Blue,Purple,Hexagon,22,2023-11-17,yes,plain
AshishBhai,6,Ruby,Green,Pink,Square,2,2025-01-25,yes,micro
Shiv VipulBhai,3,Purple,Green,Ruby,Round,6,2023-07-01,yes,plain
Aditi Ornaments,5,Blue,Green,Pink,Heart,2,2023-07-27,no,plain
Shiv VipulBhai,7,Blue,Pink,Ruby,Flower,26,2023-06-12,yes,plain
VirajBhai,3,Purple,Green,Blue,Hexagon,26,2024-06-02,yes,plain
RakeshBhai,8,Blue,White,White,Star,18,2023-11-22,yes,micro
Aditi Ornaments,3,White,Pink,Purple,Marquise,10,2023-11-06,yes,plain
MRP MukeshBhai,2,Green,Purple,White,Club,18,2023-06-05,yes,micro
VirajBhai,2,Blue,Ruby,Blue,Round,6,2023-07-17,no,micro
Shiv VipulBhai,6,Ruby,Ruby,Pink,Diamond,10,2025-01-30,yes,micro
RakeshBhai,2,White,White,White,Heart,10,2023-04-28,no,plain
Aditi Ornaments,1,Purple,White,Purple,Marquise,26,2024-06-14,yes,micro
SanjayBhai,2,Purple,Purple,Ruby,Diamond,26,2024-02-20,yes,micro
MRP MukeshBhai,8,Green,Green,Ruby,Star,14,2023-07-29,no,plain
VirajBhai,4,Purple,Ruby,Purple,Heart,14,2025-01-27,yes,plain
AshishBhai,5,White,White,Blue,Star,10,2023-11-04,yes,plain
Shiv VipulBhai,2,White,Ruby,Blue,Round,14,2024-08-28,yes,plain
Shiv VipulBhai,7,Green,White,Blue,Hexagon,6,2024-02-14,yes,plain
VirajBhai,6,Blue,Green,Blue,Star,22,2023-09-15,yes,plain
SanjayBhai,6,Green,Blue,Pink,Heart,14,2024-12-04,yes,micro
MRP MukeshBhai,3,Green,Blue,Purple,Heart,18,2024-06-22,yes,plain
Shiv VipulBhai,3,Ruby,Ruby,Ruby,Round,14,2024-07-23,yes,micro
AshishBhai,6,White,Pink,Ruby,Hexagon,26,2023-12-15,yes,micro
SanjayBhai,7,Ruby,White,Green,Star,18,2024-03-15,yes,plain
VirajBhai,5,Green,Ruby,Purple,Square,14,2024-12-17,yes,plain
RakeshBhai,6,Purple,Purple,White,Diamond,2,2024-02-16,yes,micro
VirajBhai,3,Purple,Ruby,Green,Round,6,2024-12-20,yes,micro
Shiv VipulBhai,3,Blue,Ruby,Purple,Marquise,18,2024-01-27,no,plain
Aditi Ornaments,5,Pink,Pink,Purple,Flower,10,2023-06-10,yes,plain
Shiv VipulBhai,3,Pink,Blue,Purple,Flower,10,2024-11-20,yes,plain
Shiv VipulBhai,3,Blue,White,Green,Flower,26,2023-07-21,yes,micro
RakeshBhai,3,Purple,Ruby,Blue,Round,10,2023-10-14,yes,plain
MRP MukeshBhai,2,Pink,Purple,Purple,Marquise,6,2024-04-22,yes,micro
RakeshBhai,7,White,Pink,Green,Star,6,2024-02-12,yes,micro
Shiv VipulBhai,5,Pink,Ruby,Blue,Square,6,2024-01-20,yes,micro
VirajBhai,4,Blue,White,Pink,Diamond,6,2023-03-28,yes,plain
Shiv VipulBhai,5,Pink,Blue,Blue,Hexagon,14,2023-09-04,yes,micro
Shiv VipulBhai,2,White,Blue,Green,Round,2,2024-11-03,yes,plain
AshishBhai,3,Purple,Blue,Purple,Oval,6,2023-05-28,yes,plain
MRP MukeshBhai,2,Ruby,Purple,White,Round,6,2023-08-31,yes,micro
MRP MukeshBhai,6,White,White,Green,Heart,2,2024-01-31,no,plain
RakeshBhai,3,Ruby,Purple,Pink,Star,10,2024-03-06,yes,plain
Shiv VipulBhai,6,White,Green,Purple,Heart,10,2024-07-03,no,micro
SanjayBhai,3,Purple,Pink,Blue,Diamond,10,2023-11-23,yes,plain
RakeshBhai,5,White,White,Blue,Diamond,10,2024-01-11,no,plain
AshishBhai,3,Purple,Blue,Green,Hexagon,2,2024-06-24,yes,micro
Aditi Ornaments,7,Blue,White,Pink,Star,18,2025-01-08,yes,micro
AshishBhai,1,Blue,Blue,Blue,Marquise,18,2023-05-24,yes,micro
AshishBhai,6,Blue,Pink,Pink,Club,26,2025-01-11,yes,micro
RakeshBhai,2,Green,Blue,Purple,Oval,18,2023-05-01,yes,plain
VirajBhai,1,Pink,Ruby,Pink,Oval,10,2023-10-22,yes,micro
Aditi Ornaments,5,White,Blue,Green,Heart,6,2024-11-08,yes,micro
AshishBhai,2,White,White,Pink,Marquise,2,2024-03-31,no,plain
Shiv VipulBhai,4,Blue,Purple,Purple,Club,6,2024-05-13,no,plain
RakeshBhai,4,Purple,Ruby,Pink,Hexagon,18,2023-09-12,no,micro
AshishBhai,8,Purple,Ruby,Pink,Star,6,2024-02-15,yes,plain
Aditi Ornaments,4,Ruby,Pink,Purple,Hexagon,14,2024-02-10,yes,plain
MRP MukeshBhai,3,Pink,Pink,Pink,Oval,2,2024-01-15,yes,micro
Aditi Ornaments,2,Green,White,Ruby,Oval,18,2025-02-13,yes,plain
Aditi Ornaments,3,Blue,Green,Purple,Oval,10,2024-04-13,yes,plain
RakeshBhai,5,Ruby,Purple,White,Flower,2,2023-12-26,no,micro
RakeshBhai,5,White,Pink,White,Heart,22,2024-08-24,yes,plain
Shiv VipulBhai,3,Green,Ruby,Green,Round,14,2024-03-29,yes,micro
MRP MukeshBhai,2,Purple,Purple,Purple,Round,26,2024-06-29,yes,micro
SanjayBhai,3,White,Pink,Pink,Hexagon,22,2025-01-14,yes,micro
SanjayBhai,6,Purple,Purple,Green,Diamond,10,2024-03-08,yes,plain
RakeshBhai,1,Ruby,Ruby,Blue,Round,6,2025-02-19,yes,micro
SanjayBhai,3,Ruby,Ruby,Pink,Diamond,18,2024-08-11,yes,plain
AshishBhai,6,Blue,Green,Green,Diamond,2,2023-03-27,yes,plain
VirajBhai,3,Pink,Blue,Purple,Hexagon,10,2024-12-04,yes,plain
VirajBhai,3,Green,Purple,Green,Oval,2,2024-10-06,yes,micro
SanjayBhai,6,White,Pink,Green,Square,22,2024-09-01,yes,plain
Shiv VipulBhai,3,White,White,Green,Star,2,2024-01-11,no,plain
AshishBhai,2,Blue,Blue,Blue,Club,18,2023-05-30,yes,micro
MRP MukeshBhai,3,Purple,White,Ruby,Club,2,2024-09-22,yes,plain
MRP MukeshBhai,6,Purple,White,Green,Square,6,2024-06-02,yes,plain
Aditi Ornaments,5,Ruby,Pink,Ruby,Flower,14,2023-07-29,yes,micro
Aditi Ornaments,3,Purple,White,White,Round,26,2025-02-03,yes,plain
Shiv VipulBhai,3,White,Ruby,Purple,Round,6,2023-04-18,yes,micro
MRP MukeshBhai,5,White,Purple,Purple,Square,22,2024-10-05,yes,plain
Shiv VipulBhai,3,Purple,Pink,Purple,Marquise,2,2023-09-30,no,micro
Aditi Ornaments,4,Purple,Ruby,White,Hexagon,18,2023-04-30,yes,micro
RakeshBhai,1,Green,Ruby,White,Marquise,10,2023-10-05,yes,plain
SanjayBhai,5,Ruby,White,Ruby,Flower,6,2024-07-20,no,plain
MRP MukeshBhai,3,Ruby,Green,Blue,Marquise,26,2024-08-02,no,plain
SanjayBhai,2,Blue,White,Blue,Heart,10,2023-12-17,yes,plain
Aditi Ornaments,4,Green,Purple,Ruby,Star,6,2024-07-07,yes,plain
RakeshBhai,5,Ruby,Purple,Pink,Square,6,2024-02-23,no,plain
SanjayBhai,6,Green,Purple,Purple,Square,26,2023-09-18,yes,plain
RakeshBhai,5,Ruby,Ruby,Green,Square,26,2023-10-18,yes,micro
AshishBhai,7,Blue,Green,Pink,Star,18,2024-08-15,no,micro
VirajBhai,4,Pink,Pink,Pink,Flower,6,2024-08-31,yes,plain
VirajBhai,6,Purple,White,Purple,Club,6,2023-05-02,yes,micro
RakeshBhai,5,White,Purple,Ruby,Flower,22,2024-01-04,no,micro
RakeshBhai,3,Pink,Ruby,Ruby,Oval,6,2023-05-09,yes,micro
Aditi Ornaments,3,Pink,Pink,Purple,Oval,2,2024-08-17,yes,plain
Aditi Ornaments,5,Pink,Purple,Purple,Club,2,2025-02-28,no,micro
AshishBhai,7,Ruby,Purple,White,Flower,6,2023-06-22,yes,plain
Aditi Ornaments,2,Ruby,Ruby,White,Oval,22,2024-04-30,yes,micro
Shiv VipulBhai,4,Green,Pink,Purple,Square,2,2023-10-21,yes,micro
RakeshBhai,1,Purple,Blue,White,Round,22,2023-05-09,no,plain
AshishBhai,2,Ruby,Pink,Blue,Oval,10,2024-07-19,yes,plain
RakeshBhai,1,Blue,Purple,Purple,Oval,22,2023-08-21,yes,plain
SanjayBhai,5,White,Ruby,Green,Star,10,2024-06-18,yes,micro
AshishBhai,5,Ruby,Purple,Blue,Star,2,2023-05-15,yes,plain
RakeshBhai,5,Ruby,Pink,White,Club,2,2024-04-21,yes,plain
AshishBhai,5,Pink,Ruby,Purple,Square,22,2024-02-07,no,plain
VirajBhai,6,White,Blue,White,Hexagon,18,2024-04-04,yes,plain
Shiv VipulBhai,3,Pink,Pink,Blue,Hexagon,6,2024-05-26,no,plain
SanjayBhai,5,Blue,Blue,Purple,Flower,6,2024-06-18,yes,micro
RakeshBhai,2,Green,Blue,Purple,Marquise,6,2024-01-21,no,micro
Shiv VipulBhai,8,Blue,Purple,Blue,Flower,6,2023-12-26,yes,micro
VirajBhai,4,White,Green,Purple,Club,2,2024-08-18,yes,plain
Shiv VipulBhai,1,Blue,Ruby,Purple,Round,14,2023-07-16,yes,plain
AshishBhai,4,Pink,Pink,Blue,Diamond,22,2023-05-04,yes,plain
RakeshBhai,8,Purple,Pink,Blue,Hexagon,26,2023-05-08,yes,plain
RakeshBhai,6,White,Blue,Pink,Flower,26,2024-03-25,yes,plain
RakeshBhai,6,Purple,Purple,White,Diamond,2,2023-08-21,yes,plain
Shiv VipulBhai,4,Blue,Purple,Green,Club,14,2023-04-18,yes,micro
VirajBhai,2,Purple,Pink,Green,Oval,2,2023-04-28,yes,micro
VirajBhai,3,Purple,White,White,Marquise,2,2025-01-14,yes,micro
SanjayBhai,6,Purple,Ruby,White,Heart,18,2024-02-19,yes,micro
VirajBhai,8,Blue,Pink,Ruby,Hexagon,26,2023-04-15,no,micro
VirajBhai,2,White,Ruby,White,Round,14,2023-04-02,yes,plain
Aditi Ornaments,5,White,Green,White,Heart,6,2024-03-29,yes,plain
SanjayBhai,1,Blue,Blue,Green,Round,18,2023-03-31,no,micro
VirajBhai,4,Pink,White,White,Square,22,2024-10-02,yes,plain
RakeshBhai,6,Pink,Green,Pink,Star,18,2023-12-12,yes,plain
VirajBhai,3,Blue,Purple,White,Oval,18,2024-12-01,yes,micro
Aditi Ornaments,3,Ruby,Pink,Green,Marquise,6,2024-04-30,yes,plain
SanjayBhai,3,Green,White,Pink,Hexagon,2,2023-08-08,yes,plain
MRP MukeshBhai,5,Ruby,Blue,White,Flower,10,2024-11-07,yes,plain
Shiv VipulBhai,6,Blue,Ruby,White,Hexagon,6,2023-07-30,yes,plain
RakeshBhai,2,Blue,Green,Purple,Marquise,26,2025-03-01,no,plain
RakeshBhai,4,Green,Blue,White,Heart,10,2025-02-25,yes,micro
Shiv VipulBhai,5,Blue,White,Blue,Flower,2,2023-03-28,yes,plain
SanjayBhai,2,Ruby,Purple,White,Heart,26,2023-03-20,yes,micro
Aditi Ornaments,5,Pink,Ruby,Pink,Hexagon,10,2023-12-19,yes,plain
RakeshBhai,1,White,Pink,Ruby,Marquise,22,2023-11-29,yes,plain
MRP MukeshBhai,2,Purple,White,Pink,Oval,26,2024-01-09,yes,plain
Aditi Ornaments,3,Ruby,White,Blue,Square,14,2024-10-02,yes,plain
RakeshBhai,3,Purple,Pink,Green,Oval,26,2025-01-01,yes,micro
Aditi Ornaments,2,Green,Purple,White,Round,10,2023-08-05,yes,plain
MRP MukeshBhai,5,Green,Blue,Pink,Club,22,2024-10-27,yes,plain
VirajBhai,4,Purple,Pink,Blue,Diamond,2,2024-12-15,yes,micro
AshishBhai,1,Pink,White,Pink,Marquise,18,2024-07-12,yes,plain
Shiv VipulBhai,2,Purple,Purple,White,Oval,18,2023-09-14,yes,plain
AshishBhai,5,Purple,White,Ruby,Heart,6,2023-09-15,yes,plain
